NM,length,ratio,assembly
506,9344,0.054152397260274,HG003
502,9791,0.0512715759370851,HG003
551,9715,0.0567164179104478,HG003
559,9431,0.0592726116000424,HG003
559,9478,0.0589786874868116,HG003
699,9260,0.0754859611231102,HG003
573,7950,0.0720754716981132,HG003
446,9731,0.0458329051484945,HG003
503,9673,0.0520004135221751,HG003
367,9713,0.0377844126428498,HG003
778,12186,0.0638437551288364,HG003
359,9713,0.0369607742201174,HG003
464,9636,0.0481527604815276,HG003
579,9591,0.0603690960275258,HG003
327,9644,0.0339070924927416,HG003
298,9714,0.0306773728639078,HG003
841,9384,0.0896206308610401,HG003
793,13853,0.0572439182848481,HG003
262,8309,0.0315320736550728,HG003
344,9687,0.0355115102714979,HG003
725,8609,0.0842141944476711,HG003
409,9560,0.0427824267782427,HG003
582,9427,0.0617375623209929,HG003
951,9221,0.103134150309077,HG003
383,8898,0.0430433805349517,HG003
484,9328,0.0518867924528302,HG003
307,7749,0.0396180152277713,HG003
447,9036,0.049468791500664,HG003
395,8061,0.0490013645949634,HG003
543,8849,0.0613628658605492,HG003
503,9061,0.0555126365743296,HG003
437,9291,0.0470347648261759,HG003
600,9297,0.0645369474023879,HG003
439,6964,0.0630384836300977,HG003
593,8300,0.0714457831325301,HG003
270,6372,0.0423728813559322,HG003
285,8903,0.0320116814556891,HG003
318,8876,0.0358269490761604,HG003
282,7696,0.0366424116424116,HG003
1033,13752,0.0751163467132054,HG003
1614,14367,0.112340780956358,HG003
326,5987,0.0544513111742108,HG003
567,7444,0.0761687264911338,HG003
267,4928,0.0541801948051948,HG003
357,7304,0.0488773274917853,HG003
543,8285,0.0655401327700664,HG003
493,7476,0.065944355270198,HG003
324,8221,0.0394112638365162,HG003
422,7776,0.0542695473251029,HG003
904,10991,0.0822491129105632,HG003
240,5093,0.047123502847045,HG003
533,7152,0.0745246085011186,HG003
315,5771,0.0545832611332525,HG003
281,5786,0.0485655029381265,HG003
149,4463,0.0333856150571365,HG003
348,7211,0.0482596033837193,HG003
1279,10550,0.12123222748815199,HG003
186,4485,0.0414715719063545,HG003
177,6600,0.0268181818181818,HG003
127,4579,0.0277353133872024,HG003
100,4121,0.024265954865324,HG003
68,2720,0.025,HG003
275,5369,0.0512199664742038,HG003
124,4557,0.0272108843537415,HG003
106,4768,0.0222315436241611,HG003
140,4721,0.0296547341664902,HG003
138,3531,0.0390824129141886,HG003
126,3993,0.0315552216378663,HG003
130,2851,0.0455980357769204,HG003
587,7776,0.07548868312757201,HG003
134,2564,0.0522620904836193,HG003
86,2530,0.0339920948616601,HG003
44,2227,0.0197575213291423,HG003
126,2497,0.0504605526631958,HG003
141,3109,0.0453522032807977,HG003
134,4872,0.027504105090312,HG003
122,2004,0.0608782435129741,HG003
68,3975,0.0171069182389937,HG003
28,2104,0.0133079847908745,HG003
138,3562,0.038742279618192,HG003
183,3709,0.0493394445942303,HG003
35,1999,0.0175087543771886,HG003
94,2609,0.0360291299348409,HG003
8,380,0.0210526315789474,HG003
52,2074,0.0250723240115718,HG003
23,444,0.0518018018018018,HG003
324,2135,0.15175644028103,HG003
564,20590,0.0273919378339,HG003
285,19370,0.0147134744450181,HG003
305,21899,0.0139275766016713,HG003
7398,71620,0.10329516894722099,HG003
3056,47659,0.0641222014729642,HG003
5114,39643,0.129001336932119,HG003
732,14216,0.0514912774338773,HG003
1084,17206,0.0630012786237359,HG003
272,8507,0.0319736687433878,HG003
284,8539,0.0332591638365148,HG003
1409,26876,0.0524259562434886,HG003
1255,18120,0.0692604856512141,HG003
484,11016,0.0439360929557008,HG003
381,9772,0.038988948014736,HG003
614,13498,0.0454882204771077,HG003
3478,36479,0.0953425258367828,HG003
1777,31259,0.0568476278831697,HG003
124,2854,0.043447792571829,HG003
161,6247,0.0257723707379542,HG003
296,7774,0.0380756367378441,HG003
3003,31594,0.0950496929796797,HG003
184,6611,0.027832400544547,HG003
485,12340,0.0393030794165316,HG003
577,12873,0.0448224966985163,HG003
115,4637,0.024800517576018994,HG003
37,1546,0.0239327296248383,HG003
225,5217,0.0431282346175963,HG003
1416,16536,0.0856313497822932,HG003
420,9603,0.0437363323961262,HG003
964,18260,0.0527929901423877,HG003
1397,26628,0.0524635721796605,HG003
84,3112,0.0269922879177378,HG003
1506,22849,0.0659109807869053,HG003
560,17050,0.0328445747800587,HG003
623,12081,0.0515685787600364,HG003
1044,22594,0.0462069575993627,HG003
665,14870,0.0447209145931406,HG003
753,18413,0.0408950198229512,HG003
586,16171,0.0362377094799332,HG003
585,16564,0.0353175561458585,HG003
469,12132,0.0386580942960765,HG003
2002,29594,0.0676488477394066,HG003
439,10690,0.041066417212348,HG003
361,6731,0.0536324468875353,HG003
477,13109,0.0363872148905332,HG003
337,7718,0.0436641616999223,HG003
419,7091,0.0590889860386405,HG003
477,14303,0.0333496469272181,HG003
1430,26278,0.054418144455437995,HG003
682,18208,0.0374560632688928,HG003
370,13560,0.0272861356932153,HG003
570,12340,0.0461912479740681,HG003
397,15785,0.0251504592968008,HG003
543,10576,0.0513426626323752,HG003
459,10920,0.042032967032967,HG003
313,11359,0.0275552425389559,HG003
190,5752,0.0330319888734353,HG003
304,10057,0.0302277020980412,HG003
135,6330,0.0213270142180095,HG003
1338,27787,0.0481520135315075,HG003
179,3576,0.0500559284116331,HG003
88,3760,0.0234042553191489,HG003
154,8974,0.0171606864274571,HG003
234,11558,0.0202457172521197,HG003
150,9399,0.01595914458985,HG003
1289,28435,0.045331457710568,HG003
69,3394,0.0203299941072481,HG003
84,4594,0.0182847191989552,HG003
711,11624,0.0611665519614591,HG003
133,8859,0.0150129811491139,HG003
158,6749,0.0234108756852867,HG003
274,8560,0.0320093457943925,HG003
410,9431,0.0434736507263281,HG003
2078,36419,0.0570581289985996,HG003
114,6812,0.0167351732237228,HG003
271,10468,0.0258884218570883,HG003
129,5956,0.0216588314304903,HG003
72,2824,0.0254957507082153,HG003
172,6743,0.0255079341539374,HG003
3666,45384,0.0807773664727657,HG003
1565,27300,0.0573260073260073,HG003
3356,34833,0.0963454195733931,HG003
119,3638,0.0327102803738318,HG003
277,6319,0.0438360500079126,HG003
815,16017,0.0508834363488793,HG003
3365,40785,0.0825058232193208,HG003
1483,24822,0.0597453871565547,HG003
1250,19981,0.0625594314598869,HG003
562,13116,0.0428484293992071,HG003
1241,25223,0.0492011259564683,HG003
427,9795,0.0435936702399183,HG003
457,7301,0.0625941651828517,HG003
800,15596,0.0512952038984355,HG003
1706,24053,0.0709267035297052,HG003
725,14485,0.0500517777010701,HG003
222,9617,0.0230841218675263,HG003
413,8768,0.047103102189781,HG003
124,2541,0.0487996851633215,HG003
825,19250,0.0428571428571429,HG003
910,20816,0.0437163720215219,HG003
1554,21863,0.0710789919041303,HG003
71,4395,0.0161547212741752,HG003
1193,21480,0.0555400372439479,HG003
356,8086,0.0440267128370022,HG003
285,6307,0.0451878864753449,HG003
98,3495,0.0280400572246066,HG003
594,7615,0.0780039395929087,HG003
425,9127,0.0465651364084584,HG003
333,8270,0.0402660217654172,HG003
1336,30217,0.04421352218949599,HG003
1324,31937,0.0414566177161286,HG003
991,16494,0.0600824542257791,HG003
1312,19019,0.0689836479310164,HG003
1211,23134,0.0523471946053428,HG003
1019,17703,0.0575608653900469,HG003
1050,19883,0.0528089322536841,HG003
1043,17983,0.0579992214869599,HG003
3540,39251,0.0901887849991083,HG003
1274,19754,0.0644932671863926,HG003
1380,23551,0.0585962379516793,HG003
287,5865,0.0489343563512362,HG003
430,10827,0.0397155259998153,HG003
498,12721,0.039147865733826004,HG003
766,20581,0.0372187940333317,HG003
1450,21856,0.0663433382137628,HG003
669,12887,0.051912780321254,HG003
339,9819,0.0345249007027192,HG003
471,15695,0.0300095571838165,HG003
374,9708,0.03852492789451999,HG003
1552,22398,0.0692919010625949,HG003
514,12214,0.0420828557393155,HG003
853,10659,0.08002626888075799,HG003
0,66,0.0,HG003
165,6302,0.0261821643922564,HG003
302,6053,0.0498926152321163,HG003
356,5996,0.0593729152768512,HG003
449,9034,0.0497011290679655,HG003
84,2376,0.0353535353535354,HG003
88,2246,0.0391807658058771,HG003
40,1936,0.0206611570247934,HG003
309,11688,0.0264373716632444,HG003
4,843,0.00474495848161329,HG003
1050,7766,0.135204738604172,HG003
240,7966,0.0301280441877981,HG003
339,8240,0.0411407766990291,HG003
650,5220,0.12452107279693499,HG003
364,3668,0.09923664122137402,HG003
18,137,0.131386861313869,HG003
137,2574,0.0532245532245532,HG003
383,3412,0.11225087924970699,HG003
364,2942,0.123725356900068,HG003
1254,61680,0.0203307392996109,HG003
2555,48286,0.0529138880835025,HG003
253,14296,0.0176972579742585,HG003
116,7524,0.0154173312068049,HG003
86,7155,0.0120195667365479,HG003
38,3481,0.0109164033323758,HG003
212,17119,0.0123839009287926,HG003
348,15747,0.0220994475138122,HG003
408,16557,0.0246421453161805,HG003
171,10118,0.0169005732358174,HG003
195,3230,0.0603715170278638,HG003
298,17642,0.0168915088992178,HG003
1525,18682,0.0816293758698212,HG003
615,4533,0.13567174056916,HG003
234,6972,0.0335628227194492,HG003
252,6955,0.0362329259525521,HG003
239,6943,0.0344231600172836,HG003
1868,11371,0.1642775481488,HG003
71,1746,0.0406643757159221,HG003
228,7491,0.0304365238285943,HG003
506,16119,0.031391525528879,HG003
671,5969,0.112414139721896,HG003
795,6042,0.131578947368421,HG003
921,19937,0.0461955158750063,HG003
1237,8064,0.15339781746031697,HG003
1248,8042,0.15518527729420498,HG003
3770,68621,0.0549394500225878,HG003
954,19904,0.0479300643086817,HG003
707,4734,0.149345162653147,HG003
446,3348,0.133213859020311,HG003
459,3342,0.137342908438061,HG003
502,3549,0.14144829529444902,HG003
494,3495,0.14134477825465,HG003
268,11378,0.023554227456495,HG003
90,2132,0.0422138836772983,HG003
1084,6895,0.15721537345902803,HG003
1090,6892,0.158154381892049,HG003
1056,6858,0.15398075240594902,HG003
1060,6871,0.15427157618978302,HG003
452,3574,0.1264689423615,HG003
921,16988,0.054214739816341,HG003
414,2846,0.14546732255797598,HG003
284,14736,0.0192725298588491,HG003
957,23241,0.0411772298954434,HG003
475,3244,0.146424167694205,HG003
488,3130,0.15591054313098998,HG003
488,3130,0.15591054313098998,HG003
387,3303,0.11716621253406,HG003
486,3336,0.14568345323741,HG003
179,1475,0.12135593220339,HG003
266,2005,0.132668329177057,HG003
946,10329,0.0915867944621938,HG003
590,8347,0.0706840781118965,HG003
868,4482,0.19366354306113298,HG003
191,5422,0.0352268535595721,HG003
370,10477,0.0353154528968216,HG003
1617,75292,0.0214763852733358,HG003
547,16832,0.0324976235741445,HG003
455,16906,0.0269135218265705,HG003
93,2834,0.0328158080451658,HG003
53,4161,0.0127373227589522,HG003
11,2707,0.004063538973032879,HG003
576,37899,0.0151982901923534,HG003
895,39322,0.0227607954834444,HG003
265,22508,0.0117735916118713,HG003
1,200,0.005,HG003
8,1911,0.00418628990057562,HG003
380,25494,0.0149054679532439,HG003
523,34107,0.0153340956401912,HG003
342,9694,0.0352795543635238,HG003
988,32131,0.0307491207867791,HG003
488,29378,0.0166110695077949,HG003
436,21330,0.0204406938584154,HG003
455,25097,0.0181296569311073,HG003
76,5803,0.0130966741340686,HG003
2079,134810,0.0154217046213189,HG003
1316,56214,0.0234105383000676,HG003
54,3355,0.0160953800298063,HG003
992,82572,0.0120137576902582,HG003
500,15740,0.0317662007623888,HG003
549,20083,0.0273365533037893,HG003
1204,106131,0.0113444705128568,HG003
898,15698,0.0572047394572557,HG003
170,12489,0.0136119785411162,HG003
296,3327,0.0889690411782387,HG003
12,7089,0.00169276343630978,HG003
214,11008,0.0194404069767442,HG003
12,7089,0.00169276343630978,HG003
273,27111,0.0100697134004648,HG003
536,13994,0.0383021294840646,HG003
495,13959,0.0354609929078014,HG003
0,4592,0.0,HG003
383,26503,0.0144511942044297,HG003
34,5185,0.00655737704918033,HG003
300,10775,0.0278422273781903,HG003
594,16206,0.036653091447612,HG003
6,2504,0.0023961661341853,HG003
600,21949,0.0273360973165064,HG003
116,13163,0.00881258071868115,HG003
191,8961,0.0213145854257337,HG003
58,3085,0.0188006482982172,HG003
233,18366,0.0126864858978547,HG003
577,25133,0.0229578641626547,HG003
588,21253,0.027666682350727004,HG003
199,19159,0.0103867634010126,HG003
185,16134,0.0114664683277551,HG003
121,2987,0.0405088717777034,HG003
917,3606,0.25429839156960604,HG003
487,2764,0.176193921852388,HG003
452,2718,0.16629874908020598,HG003
490,2764,0.17727930535455896,HG003
261,1697,0.153800824985268,HG003
62,1817,0.0341221794166208,HG003
144,1505,0.0956810631229236,HG003
141,1395,0.10107526881720401,HG003
80,1428,0.0560224089635854,HG003
95,1396,0.0680515759312321,HG003
124,1310,0.0946564885496183,HG003
140,1407,0.0995024875621891,HG003
105,1396,0.0752148997134671,HG003
94,1391,0.0675772825305536,HG003
115,1396,0.082378223495702,HG003
111,1384,0.0802023121387283,HG003
151,1470,0.10272108843537402,HG003
82,1379,0.0594633792603336,HG003
133,1358,0.0979381443298969,HG003
97,743,0.130551816958277,HG003
103,1378,0.0747460087082729,HG003
93,1388,0.0670028818443804,HG003
107,995,0.107537688442211,HG003
77,824,0.0934466019417476,HG003
136,1735,0.0783861671469741,HG003
77,713,0.10799438990182302,HG003
65,3213,0.0202303143479614,HG003
289,1357,0.212969786293294,HG003
171,2382,0.0717884130982368,HG003
126,1895,0.066490765171504,HG003
177,23266,0.007607667841485429,HG003
345,16121,0.0214006575274487,HG003
28,2464,0.0113636363636364,HG003
65,4765,0.0136411332633788,HG003
1205,86461,0.0139369195359758,HG003
44,239,0.18410041841004202,HG003
297,30191,0.00983736875227717,HG003
50,8271,0.00604521823237819,HG003
351,7921,0.0443125867945966,HG003
696,14144,0.0492081447963801,HG003
11,1990,0.005527638190954771,HG003
36,6026,0.00597411218055095,HG003
34,7142,0.00476057126855223,HG003
27,5170,0.00522243713733075,HG003
13,2157,0.00602688919796013,HG003
22,11597,0.00189704233853583,HG003
292,1597,0.182842830306825,HG003
19,178,0.106741573033708,HG003
117,1024,0.1142578125,HG003
133,2641,0.0503597122302158,HG003
722,31169,0.0231640411947769,HG003
231,11665,0.0198028289755679,HG003
404,3448,0.11716937354988399,HG003
47,277,0.16967509025270802,HG003
33,309,0.106796116504854,HG003
59,341,0.17302052785923802,HG003
70,352,0.19886363636363602,HG003
25,295,0.0847457627118644,HG003
47,262,0.179389312977099,HG003
36,265,0.135849056603774,HG003
18,137,0.131386861313869,HG003
30,232,0.129310344827586,HG003
18,207,0.0869565217391304,HG003
19,210,0.0904761904761905,HG003
19,210,0.0904761904761905,HG003
19,210,0.0904761904761905,HG003
14,205,0.0682926829268293,HG003
38,252,0.150793650793651,HG003
41,257,0.159533073929961,HG003
38,252,0.150793650793651,HG003
14,171,0.0818713450292398,HG003
14,171,0.0818713450292398,HG003
11,193,0.0569948186528497,HG003
14,137,0.10218978102189802,HG003
14,137,0.10218978102189802,HG003
14,137,0.10218978102189802,HG003
39,290,0.13448275862069,HG003
39,290,0.13448275862069,HG003
88,483,0.18219461697722603,HG003
77,452,0.17035398230088503,HG003
72,509,0.141453831041257,HG003
30,210,0.14285714285714302,HG003
24,261,0.0919540229885057,HG003
42,280,0.15,HG003
26,217,0.11981566820276501,HG003
48,277,0.173285198555957,HG003
14,220,0.0636363636363636,HG003
45,332,0.135542168674699,HG003
45,333,0.135135135135135,HG003
45,334,0.13473053892215597,HG003
23,216,0.10648148148148101,HG003
97,458,0.2117903930131,HG003
20,207,0.0966183574879227,HG003
47,269,0.17472118959107802,HG003
82,410,0.2,HG003
36,230,0.156521739130435,HG003
31,240,0.12916666666666698,HG003
29,228,0.12719298245614,HG003
30,240,0.125,HG003
36,230,0.156521739130435,HG003
30,225,0.133333333333333,HG003
38,251,0.15139442231075698,HG003
49,316,0.155063291139241,HG003
76,361,0.21052631578947398,HG003
68,394,0.17258883248731,HG003
26,201,0.129353233830846,HG003
80,413,0.193704600484262,HG003
80,413,0.193704600484262,HG003
27,236,0.114406779661017,HG003
441,55650,0.00792452830188679,HG003
52,258,0.20155038759689897,HG003
203,1326,0.15309200603318301,HG003
78,2464,0.0316558441558442,HG003
66,2466,0.0267639902676399,HG003
110,882,0.124716553287982,HG003
36,1872,0.0192307692307692,HG003
201,1503,0.13373253493014,HG003
180,1284,0.14018691588785,HG003
345,4815,0.0716510903426791,HG003
49,4958,0.009883017345703909,HG003
61,4985,0.0122367101303912,HG003
128,4893,0.0261598201512365,HG003
294,2410,0.121991701244813,HG003
335,2301,0.14558887440243398,HG003
136,4887,0.027828933906282,HG003
931,4646,0.200387430047353,HG003
881,4440,0.19842342342342303,HG003
510,2696,0.189169139465875,HG003
534,17778,0.0300371245359433,HG003
414,12201,0.0339316449471355,HG003
192,3481,0.05515656420568799,HG003
11,222,0.0495495495495496,HG003
148,5904,0.0250677506775068,HG003
446,21569,0.0206778246557559,HG003
1237,7111,0.173955843060048,HG003
1210,6994,0.173005433228482,HG003
483,3316,0.14565741857659803,HG003
146,1744,0.0837155963302752,HG003
142,1732,0.08198614318706701,HG003
139,1733,0.0802077322562031,HG003
133,1724,0.0771461716937355,HG003
445,7579,0.0587148700356248,HG003
138,1490,0.0926174496644295,HG003
396,3857,0.10267046927664,HG003
250,3440,0.0726744186046512,HG003
231,3354,0.0688729874776386,HG003
220,3335,0.0659670164917541,HG003
457,6821,0.0669989737575136,HG003
486,6777,0.0717131474103586,HG003
444,6244,0.07110826393337599,HG003
367,5107,0.0718621499902095,HG003
185,2779,0.0665707088880892,HG003
198,2764,0.0716353111432706,HG003
188,1167,0.161096829477292,HG003
188,1184,0.158783783783784,HG003
249,1191,0.209068010075567,HG003
186,1175,0.158297872340426,HG003
1836,7883,0.23290625396422698,HG003
1081,5410,0.199815157116451,HG003
1870,7009,0.26679982879155395,HG003
946,4921,0.192237350132087,HG003
518,2538,0.20409771473601301,HG003
854,4769,0.179073180960369,HG003
2639,18653,0.14147858253364098,HG003
519,7128,0.0728114478114478,HG003
514,7275,0.0706529209621993,HG003
610,29906,0.0203972447000602,HG003
672,15651,0.0429365535748515,HG003
754,28430,0.0265212803376715,HG003
1550,11920,0.13003355704698,HG003
1418,11586,0.12238909028137401,HG003
317,12840,0.0246884735202492,HG003
160,7909,0.0202301175875585,HG003
304,12908,0.0235512860241711,HG003
201,11507,0.0174676284001043,HG003
300,8264,0.0363020329138432,HG003
1535,18516,0.082901274573342,HG003
183,8958,0.0204286671131949,HG003
223,8925,0.0249859943977591,HG003
209,8917,0.0234383761354716,HG003
177,5082,0.0348288075560803,HG003
144,1710,0.0842105263157895,HG003
550,29668,0.0185384926520156,HG003
1110,16672,0.0665786948176584,HG003
511,13460,0.037964338781575,HG003
648,14071,0.0460521640253003,HG003
405,15217,0.0266149700992311,HG003
170,10548,0.0161167993932499,HG003
32,1775,0.0180281690140845,HG003
373,13140,0.0283866057838661,HG003
1505,18062,0.0833241058576016,HG003
98,4805,0.0203954214360042,HG003
784,12806,0.0612213025144464,HG003
1130,18666,0.0605378763527269,HG003
57,2349,0.0242656449553001,HG003
1128,19001,0.0593652965633388,HG003
1301,16685,0.0779742283488163,HG003
244,5893,0.0414050568471067,HG003
435,7701,0.0564861706271913,HG003
50,1999,0.0250125062531266,HG003
338,3057,0.11056591429506099,HG003
36,6829,0.00527163567140138,HG003
422,19148,0.0220388552329225,HG003
1778,9654,0.18417236378703097,HG003
771,4791,0.16092673763306198,HG003
876,5320,0.164661654135338,HG003
869,29276,0.0296830168055745,HG003
799,16146,0.0494859407902886,HG003
760,15812,0.0480647609410574,HG003
263,2104,0.125,HG003
323,3316,0.0974065138721351,HG003
331,2681,0.12346139500186501,HG003
319,10823,0.0294742677630971,HG003
269,8354,0.0322001436437635,HG003
121,5832,0.0207475994513032,HG003
334,11265,0.0296493564136707,HG003
269,8354,0.0322001436437635,HG003
121,5832,0.0207475994513032,HG003
585,14193,0.0412175015852885,HG003
296,12555,0.0235762644364795,HG003
318,12519,0.0254013898873712,HG003
233,12550,0.0185657370517928,HG003
263,2198,0.119654231119199,HG003
462,3204,0.144194756554307,HG003
464,3205,0.144773790951638,HG003
430,3188,0.134880803011292,HG003
263,2198,0.119654231119199,HG003
433,3191,0.13569413976809802,HG003
445,3208,0.13871571072319197,HG003
437,3164,0.138116308470291,HG003
147,1375,0.10690909090909101,HG003
400,2975,0.13445378151260498,HG003
441,3150,0.14,HG003
124,5827,0.0212802471254505,HG003
426,3183,0.13383600377002802,HG003
571,13586,0.0420285588105403,HG003
285,6565,0.0434120335110434,HG003
58,2516,0.0230524642289348,HG003
419,6493,0.0645310334206068,HG003
300,11883,0.0252461499621308,HG003
435,18593,0.0233959016834293,HG003
565,25142,0.0224723570121709,HG003
930,20073,0.0463308922433119,HG003
337,3237,0.10410874266296001,HG003
12,139,0.0863309352517986,HG003
231,4130,0.0559322033898305,HG003
424,6751,0.0628055102947712,HG003
321,3422,0.0938047925189947,HG003
747,5239,0.14258446268371802,HG003
762,5235,0.145558739255014,HG003
772,5260,0.14676806083650198,HG003
541,3888,0.139146090534979,HG003
104,10191,0.0102050829162987,HG003
347,10878,0.0318992461849605,HG003
752,9602,0.078317017288065,HG003
613,7182,0.0853522695627959,HG003
718,9587,0.0748930843851048,HG003
861,9865,0.0872782564622403,HG003
848,9528,0.0890008396305626,HG003
728,9661,0.0753545181658213,HG003
727,9652,0.0753211769581434,HG003
510,6638,0.0768303705935523,HG003
481,6839,0.0703319198713262,HG003
809,8430,0.0959667852906287,HG003
655,7115,0.0920590302178496,HG003
422,4314,0.0978210477515067,HG003
747,7928,0.0942230070635721,HG003
567,6472,0.0876081582200247,HG003
704,8011,0.0878791661465485,HG003
488,6791,0.0718598144603151,HG003
557,7049,0.0790183004681515,HG003
338,3481,0.0970985349037633,HG003
445,7396,0.0601676581936182,HG003
450,7409,0.0607369415575651,HG003
420,7327,0.0573222328374505,HG003
426,7223,0.0589782638792745,HG003
391,6193,0.0631357984821573,HG003
125,2486,0.0502815768302494,HG003
124,2485,0.0498993963782696,HG003
142,2494,0.0569366479550922,HG003
123,2476,0.0496768982229402,HG003
125,2487,0.0502613590671492,HG003
125,2485,0.0503018108651912,HG003
120,2478,0.0484261501210654,HG003
120,2481,0.0483675937122128,HG003
110,2468,0.0445705024311183,HG003
125,2486,0.0502815768302494,HG003
118,2495,0.0472945891783567,HG003
121,2483,0.0487313733387032,HG003
120,2469,0.0486026731470231,HG003
113,2496,0.0452724358974359,HG003
115,2474,0.0464834276475344,HG003
120,2480,0.0483870967741936,HG003
120,2480,0.0483870967741936,HG003
130,2465,0.0527383367139959,HG003
122,2457,0.0496540496540497,HG003
125,2486,0.0502815768302494,HG003
122,2467,0.0494527766518038,HG003
128,2489,0.0514262756126959,HG003
120,2481,0.0483675937122128,HG003
111,2468,0.0449756888168558,HG003
125,2486,0.0502815768302494,HG003
116,2471,0.046944556859571,HG003
124,2485,0.0498993963782696,HG003
123,2483,0.049536850583971,HG003
123,2484,0.0495169082125604,HG003
118,2495,0.0472945891783567,HG003
123,2484,0.0495169082125604,HG003
117,2496,0.046875,HG003
114,2466,0.0462287104622871,HG003
131,2493,0.0525471319695146,HG003
119,2481,0.0479645304312777,HG003
114,2470,0.0461538461538462,HG003
134,2486,0.0539018503620274,HG003
110,2470,0.0445344129554656,HG003
125,2486,0.0502815768302494,HG003
119,2481,0.0479645304312777,HG003
135,2492,0.0541733547351525,HG003
107,2467,0.0433725172274017,HG003
125,2485,0.0503018108651912,HG003
115,2476,0.0464458804523425,HG003
121,2482,0.048751007252216,HG003
106,2467,0.0429671665991082,HG003
134,2495,0.0537074148296593,HG003
125,2486,0.0502815768302494,HG003
124,2484,0.0499194847020934,HG003
108,2465,0.0438133874239351,HG003
124,2486,0.0498793242156074,HG003
129,2462,0.0523964256701868,HG003
124,2485,0.0498993963782696,HG003
124,2486,0.0498793242156074,HG003
126,2471,0.0509915014164306,HG003
114,2465,0.0462474645030426,HG003
125,2486,0.0502815768302494,HG003
130,2491,0.0521878763548776,HG003
117,2470,0.0473684210526316,HG003
109,2491,0.0437575270975512,HG003
128,2475,0.0517171717171717,HG003
124,2476,0.0500807754442649,HG003
140,2492,0.0561797752808989,HG003
138,2487,0.0554885404101327,HG003
129,2457,0.0525030525030525,HG003
119,2481,0.0479645304312777,HG003
125,2486,0.0502815768302494,HG003
123,2485,0.0494969818913481,HG003
131,2491,0.0525893215576074,HG003
123,2465,0.0498985801217039,HG003
125,2486,0.0502815768302494,HG003
105,2495,0.0420841683366734,HG003
124,2485,0.0498993963782696,HG003
125,2486,0.0502815768302494,HG003
125,2485,0.0503018108651912,HG003
125,2486,0.0502815768302494,HG003
110,2470,0.0445344129554656,HG003
125,2486,0.0502815768302494,HG003
122,2476,0.0492730210016155,HG003
119,2480,0.0479838709677419,HG003
125,2486,0.0502815768302494,HG003
124,2485,0.0498993963782696,HG003
142,2492,0.0569823434991974,HG003
125,2486,0.0502815768302494,HG003
120,2481,0.0483675937122128,HG003
108,2470,0.0437246963562753,HG003
107,2467,0.0433725172274017,HG003
117,2481,0.0471584038694075,HG003
133,2493,0.0533493782591256,HG003
121,2482,0.048751007252216,HG003
136,2478,0.0548829701372074,HG003
118,2479,0.0475998386446148,HG003
125,2486,0.0502815768302494,HG003
117,2470,0.0473684210526316,HG003
140,2460,0.0569105691056911,HG003
132,2492,0.0529695024077047,HG003
126,2485,0.0507042253521127,HG003
111,2470,0.0449392712550607,HG003
125,2486,0.0502815768302494,HG003
122,2474,0.0493128536782538,HG003
133,2464,0.0539772727272727,HG003
125,2451,0.05099959200326401,HG003
120,2481,0.0483675937122128,HG003
129,2479,0.0520371117386043,HG003
113,2467,0.0458046209971626,HG003
105,2488,0.0422025723472669,HG003
125,2485,0.0503018108651912,HG003
127,2482,0.0511684125705077,HG003
139,2491,0.055800883179446,HG003
124,2485,0.0498993963782696,HG003
131,2467,0.0531009323064451,HG003
133,2424,0.0548679867986799,HG003
148,2470,0.059919028340081,HG003
171,2499,0.0684273709483793,HG003
121,2486,0.0486725663716814,HG003
120,2481,0.0483675937122128,HG003
108,2470,0.0437246963562753,HG003
125,2486,0.0502815768302494,HG003
110,2429,0.0452861259777686,HG003
124,2485,0.0498993963782696,HG003
116,2474,0.0468876313662086,HG003
118,2472,0.0477346278317152,HG003
142,2539,0.0559275305238283,HG003
112,2467,0.0453992703688691,HG003
125,2486,0.0502815768302494,HG003
119,2482,0.0479452054794521,HG003
123,2485,0.0494969818913481,HG003
124,2485,0.0498993963782696,HG003
116,2475,0.0468686868686869,HG003
120,2481,0.0483675937122128,HG003
124,2484,0.0499194847020934,HG003
124,2486,0.0498793242156074,HG003
125,2486,0.0502815768302494,HG003
125,2486,0.0502815768302494,HG003
330,4002,0.0824587706146927,HG003
128,2489,0.0514262756126959,HG003
120,2481,0.0483675937122128,HG003
109,2470,0.0441295546558704,HG003
114,2476,0.0460420032310178,HG003
135,2483,0.0543697140555779,HG003
112,2471,0.0453257790368272,HG003
109,2490,0.0437751004016064,HG003
120,2481,0.0483675937122128,HG003
107,2469,0.0433373835560956,HG003
124,2486,0.0498793242156074,HG003
120,2481,0.0483675937122128,HG003
132,2504,0.0527156549520767,HG003
111,2489,0.0445962233828847,HG003
125,2485,0.0503018108651912,HG003
114,2490,0.0457831325301205,HG003
124,2485,0.0498993963782696,HG003
109,2470,0.0441295546558704,HG003
127,2490,0.05100401606425701,HG003
109,2475,0.04404040404040401,HG003
126,2481,0.0507859733978235,HG003
138,2499,0.0552220888355342,HG003
120,2481,0.0483675937122128,HG003
124,2486,0.0498793242156074,HG003
132,2464,0.0535714285714286,HG003
124,2486,0.0498793242156074,HG003
152,2439,0.0623206232062321,HG003
124,2483,0.0499395892066049,HG003
127,2484,0.0511272141706924,HG003
125,2486,0.0502815768302494,HG003
