NM,length,ratio
572,9406,0.0608122475015947
1507,21740,0.0693192272309108
440,5897,0.0746142106155672
40,901,0.0443951165371809
2090,28769,0.0726476415586221
991,11225,0.0882850779510022
1420,20310,0.0699162973904481
994,15138,0.0656625710133439
2001,26858,0.0745029413954874
1040,13847,0.0751065212681447
480,6492,0.0739371534195934
639,10063,0.0634999503130279
362,5439,0.066556352270638
1746,26230,0.0665650019062143
1024,15150,0.0675907590759076
440,9500,0.0463157894736842
478,8021,0.0595935668869218
653,10667,0.0612168369738446
374,8654,0.0432170094753871
328,7056,0.0464852607709751
2581,32846,0.078578822383243
81,1905,0.0425196850393701
606,8988,0.0674232309746328
1257,18930,0.0664025356576862
369,7914,0.0466262319939348
308,5387,0.0571746797846668
649,9050,0.0717127071823204
264,6063,0.0435428005937655
623,9099,0.0684690625343444
320,4549,0.0703451307979776
1478,21604,0.0684132568042955
278,5117,0.054328708227477
217,4371,0.049645390070922
890,13993,0.0636032301865218
1013,13546,0.0747822235346228
617,7960,0.0775125628140703
379,5702,0.0664679059978955
1294,18588,0.0696148052506994
1057,18404,0.0574331667028907
812,11977,0.0677966101694915
578,9042,0.0639239106392391
427,7023,0.0608002278228677
1037,15366,0.0674866588572172
937,14308,0.0654878389712049
664,9829,0.0675551938142232
3076,34554,0.0890200845054118
632,9040,0.0699115044247788
258,4164,0.0619596541786744
171,3618,0.0472636815920398
419,6489,0.0645708121436277
1022,15352,0.0665711307972903
1031,15375,0.0670569105691057
395,6041,0.0653865254097004
1090,17078,0.0638248038411992
858,12531,0.0684701939190807
725,11297,0.0641763299991148
764,13691,0.0558030823168505
90,1422,0.0632911392405063
1009,14783,0.0682540756274099
528,9185,0.0574850299401198
592,9396,0.0630055342699021
215,4285,0.0501750291715286
352,6290,0.0559618441971383
908,14102,0.0643880300666572
944,13783,0.0684901690488283
4631,51713,0.0895519501866069
710,10720,0.0662313432835821
1093,17405,0.0627980465383511
611,8681,0.0703835963598664
945,12984,0.0727818853974122
436,6722,0.0648616483189527
336,5422,0.0619697528587237
401,6781,0.0591358206754166
466,7801,0.0597359312908602
294,5901,0.0498220640569395
620,9306,0.0666236836449602
561,8802,0.0637355146557601
573,8202,0.0698610095098757
251,4579,0.0548154618912426
410,6656,0.0615985576923077
2366,29746,0.0795401062327708
1635,18329,0.0892029025042283
1450,21332,0.0679729983123945
1073,15368,0.0698204060385216
4676,52056,0.0898263408636853
2163,26657,0.0811419139438046
1586,24378,0.0650586594470424
570,10515,0.0542082738944365
998,16344,0.061062163485071
2675,38344,0.0697631963279783
1928,24336,0.07922419460881
1876,25462,0.0736784227476239
472,7572,0.0623349181193872
407,6320,0.0643987341772152
1426,18431,0.0773696489609896
1769,24717,0.0715701743739127
291,6390,0.0455399061032864
377,5727,0.0658285315173739
382,5501,0.0694419196509726
1469,21639,0.0678866860760664
1880,25952,0.0724414303329223
2894,41610,0.0695505888007691
151,3167,0.0476791916640354
1434,18596,0.0771133577113358
623,8998,0.0692376083574128
1902,25650,0.0741520467836257
758,12132,0.0624793933399275
36,667,0.0539730134932534
1560,24662,0.0632552104452194
929,14279,0.0650605784718818
958,15855,0.0604225796278776
1033,18113,0.0570308618119583
1216,19461,0.0624839422434613
671,12539,0.0535130393173299
1672,26071,0.0641325610831959
1406,22654,0.062064094641123
2520,32915,0.0765608385234695
662,12412,0.0533354817918144
1333,19793,0.0673470418834942
788,14404,0.0547070258261594
697,12597,0.0553306342780027
674,12734,0.0529291660122507
756,15305,0.0493956223456387
576,11118,0.0518078791149487
1341,22301,0.0601318326532442
